# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00017.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    9.469484e+03
  8.992843e-01    8.795901e+03
  1.003242e+00    7.986240e+03
  1.107199e+00    7.809199e+03
  1.211157e+00    7.882198e+03
  1.315114e+00    8.096417e+03
  1.419071e+00    8.979015e+03
  1.523029e+00    2.213653e+04
  1.626986e+00    2.394992e+04
  1.730944e+00    1.008893e+04
  1.834901e+00    9.662106e+03
  1.938859e+00    1.012929e+04
  2.042816e+00    9.908303e+03
  2.146774e+00    1.014656e+04
  2.250731e+00    1.078072e+04
  2.354688e+00    1.175855e+04
  2.458646e+00    1.278332e+04
  2.562603e+00    1.363667e+04
  2.666561e+00    1.441153e+04
  2.770518e+00    1.467799e+04
  2.874476e+00    1.465592e+04
  2.978433e+00    1.418153e+04
  3.082390e+00    1.644458e+04
  3.186348e+00    1.765411e+04
  3.290305e+00    1.214187e+04
  3.394263e+00    1.044124e+04
  3.498220e+00    9.693939e+03
  3.602178e+00    9.214474e+03
  3.706135e+00    9.142355e+03
  3.810093e+00    8.596493e+03
  3.914050e+00    7.955718e+03
  4.018007e+00    7.856666e+03
  4.121965e+00    8.057858e+03
  4.225922e+00    8.204103e+03
  4.329880e+00    8.425304e+03
  4.433837e+00    8.083263e+03
  4.537795e+00    1.164599e+04
  4.641752e+00    1.169746e+04
  4.745709e+00    8.061522e+03
  4.849667e+00    8.587963e+03
  4.953624e+00    8.977838e+03
  5.057582e+00    8.560944e+03
  5.161539e+00    1.218292e+04
  5.265497e+00    9.447233e+03
  5.369454e+00    6.038636e+03
  5.473412e+00    5.462612e+03
  5.577369e+00    5.267146e+03
  5.681326e+00    5.334877e+03
  5.785284e+00    6.116526e+03
  5.889241e+00    7.770097e+03
  5.993199e+00    8.850337e+03
  6.097156e+00    1.076839e+04
  6.201114e+00    9.537574e+03
  6.305071e+00    6.139839e+03
  6.409028e+00    5.911994e+03
  6.512986e+00    5.265293e+03
  6.616943e+00    5.046438e+03
  6.720901e+00    4.964030e+03
  6.824858e+00    5.362703e+03
  6.928816e+00    6.309865e+03
  7.032773e+00    5.177450e+03
  7.136731e+00    4.966757e+03
  7.240688e+00    5.405773e+03
  7.344645e+00    5.973249e+03
  7.448603e+00    5.244234e+03
  7.552560e+00    5.243945e+03
  7.656518e+00    6.179038e+03
  7.760475e+00    8.247873e+03
  7.864433e+00    8.433001e+03
  7.968390e+00    7.741388e+03
  8.072347e+00    6.256399e+03
  8.176305e+00    7.114453e+03
  8.280262e+00    7.503492e+03
  8.384220e+00    9.641833e+03
  8.488177e+00    1.181831e+04
  8.592135e+00    1.026935e+04
  8.696092e+00    6.564283e+03
  8.800050e+00    5.259819e+03
  8.904007e+00    5.286803e+03
  9.007964e+00    6.023137e+03
  9.111922e+00    5.732611e+03
  9.215879e+00    5.352017e+03
  9.319837e+00    5.790415e+03
  9.423794e+00    5.672598e+03
  9.527752e+00    5.904999e+03
  9.631709e+00    5.618838e+03
  9.735666e+00    5.166898e+03
  9.839624e+00    5.197183e+03
  9.943581e+00    5.271597e+03
  1.004754e+01    4.821023e+03
  1.015150e+01    4.423477e+03
  1.025545e+01    4.309185e+03
  1.035941e+01    4.558897e+03
  1.046337e+01    4.457265e+03
  1.056733e+01    3.939758e+03
  1.067128e+01    3.970280e+03
  1.077524e+01    3.685825e+03
  1.087920e+01    3.534997e+03
  1.098316e+01    3.658951e+03
  1.108711e+01    3.702802e+03
  1.119107e+01    3.651494e+03
  1.129503e+01    3.858409e+03
  1.139899e+01    3.797830e+03
  1.150294e+01    3.779552e+03
  1.160690e+01    3.753089e+03
  1.171086e+01    3.694056e+03
  1.181482e+01    4.074997e+03
  1.191877e+01    4.416100e+03
  1.202273e+01    4.012161e+03
  1.212669e+01    4.140679e+03
  1.223064e+01    4.059250e+03
  1.233460e+01    3.891794e+03
  1.243856e+01    3.694652e+03
  1.254252e+01    3.714367e+03
  1.264647e+01    3.656352e+03
  1.275043e+01    3.453128e+03
