# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00033.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    9.767205e+03
  8.992843e-01    9.025966e+03
  1.003242e+00    8.157008e+03
  1.107199e+00    7.934799e+03
  1.211157e+00    7.962012e+03
  1.315114e+00    8.131842e+03
  1.419071e+00    8.942217e+03
  1.523029e+00    2.200339e+04
  1.626986e+00    2.430292e+04
  1.730944e+00    1.019962e+04
  1.834901e+00    9.671825e+03
  1.938859e+00    1.014867e+04
  2.042816e+00    9.871736e+03
  2.146774e+00    1.009958e+04
  2.250731e+00    1.072483e+04
  2.354688e+00    1.171794e+04
  2.458646e+00    1.266867e+04
  2.562603e+00    1.352103e+04
  2.666561e+00    1.430813e+04
  2.770518e+00    1.456545e+04
  2.874476e+00    1.453290e+04
  2.978433e+00    1.406084e+04
  3.082390e+00    1.606190e+04
  3.186348e+00    1.739241e+04
  3.290305e+00    1.212388e+04
  3.394263e+00    1.036084e+04
  3.498220e+00    9.604270e+03
  3.602178e+00    9.126207e+03
  3.706135e+00    9.050689e+03
  3.810093e+00    8.509079e+03
  3.914050e+00    7.881540e+03
  4.018007e+00    7.787990e+03
  4.121965e+00    8.000563e+03
  4.225922e+00    8.141932e+03
  4.329880e+00    8.362958e+03
  4.433837e+00    8.047976e+03
  4.537795e+00    1.158155e+04
  4.641752e+00    1.144192e+04
  4.745709e+00    7.998272e+03
  4.849667e+00    8.540724e+03
  4.953624e+00    8.910604e+03
  5.057582e+00    8.526313e+03
  5.161539e+00    1.212121e+04
  5.265497e+00    9.363517e+03
  5.369454e+00    5.996348e+03
  5.473412e+00    5.432585e+03
  5.577369e+00    5.243433e+03
  5.681326e+00    5.308787e+03
  5.785284e+00    6.111637e+03
  5.889241e+00    7.764230e+03
  5.993199e+00    8.786648e+03
  6.097156e+00    1.056745e+04
  6.201114e+00    9.375545e+03
  6.305071e+00    6.086975e+03
  6.409028e+00    5.873368e+03
  6.512986e+00    5.243188e+03
  6.616943e+00    5.030928e+03
  6.720901e+00    4.946062e+03
  6.824858e+00    5.301404e+03
  6.928816e+00    6.220705e+03
  7.032773e+00    5.163585e+03
  7.136731e+00    4.957368e+03
  7.240688e+00    5.358604e+03
  7.344645e+00    5.937508e+03
  7.448603e+00    5.245906e+03
  7.552560e+00    5.238388e+03
  7.656518e+00    6.222368e+03
  7.760475e+00    8.172917e+03
  7.864433e+00    8.385189e+03
  7.968390e+00    7.603708e+03
  8.072347e+00    6.199626e+03
  8.176305e+00    7.077881e+03
  8.280262e+00    7.522226e+03
  8.384220e+00    9.618849e+03
  8.488177e+00    1.175878e+04
  8.592135e+00    1.009483e+04
  8.696092e+00    6.483583e+03
  8.800050e+00    5.244132e+03
  8.904007e+00    5.293771e+03
  9.007964e+00    5.986130e+03
  9.111922e+00    5.685867e+03
  9.215879e+00    5.333224e+03
  9.319837e+00    5.748177e+03
  9.423794e+00    5.584257e+03
  9.527752e+00    5.816873e+03
  9.631709e+00    5.597751e+03
  9.735666e+00    5.141292e+03
  9.839624e+00    5.169548e+03
  9.943581e+00    5.209873e+03
  1.004754e+01    4.781897e+03
  1.015150e+01    4.406969e+03
  1.025545e+01    4.290257e+03
  1.035941e+01    4.532250e+03
  1.046337e+01    4.419899e+03
  1.056733e+01    3.921447e+03
  1.067128e+01    3.937975e+03
  1.077524e+01    3.663943e+03
  1.087920e+01    3.513180e+03
  1.098316e+01    3.624966e+03
  1.108711e+01    3.685193e+03
  1.119107e+01    3.642341e+03
  1.129503e+01    3.835031e+03
  1.139899e+01    3.774616e+03
  1.150294e+01    3.758915e+03
  1.160690e+01    3.736568e+03
  1.171086e+01    3.688876e+03
  1.181482e+01    4.082280e+03
  1.191877e+01    4.367402e+03
  1.202273e+01    3.986445e+03
  1.212669e+01    4.101942e+03
  1.223064e+01    3.985742e+03
  1.233460e+01    3.856009e+03
  1.243856e+01    3.669499e+03
  1.254252e+01    3.693949e+03
  1.264647e+01    3.617158e+03
  1.275043e+01    3.438415e+03
