# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00035.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    9.766996e+03
  8.992843e-01    9.028577e+03
  1.003242e+00    8.141704e+03
  1.107199e+00    7.920898e+03
  1.211157e+00    7.961956e+03
  1.315114e+00    8.131939e+03
  1.419071e+00    8.928085e+03
  1.523029e+00    2.192064e+04
  1.626986e+00    2.433323e+04
  1.730944e+00    1.023449e+04
  1.834901e+00    9.662346e+03
  1.938859e+00    1.012953e+04
  2.042816e+00    9.869264e+03
  2.146774e+00    1.008204e+04
  2.250731e+00    1.071855e+04
  2.354688e+00    1.169718e+04
  2.458646e+00    1.264737e+04
  2.562603e+00    1.350664e+04
  2.666561e+00    1.429142e+04
  2.770518e+00    1.454887e+04
  2.874476e+00    1.451756e+04
  2.978433e+00    1.403061e+04
  3.082390e+00    1.595585e+04
  3.186348e+00    1.733170e+04
  3.290305e+00    1.212090e+04
  3.394263e+00    1.034720e+04
  3.498220e+00    9.589624e+03
  3.602178e+00    9.104861e+03
  3.706135e+00    9.034766e+03
  3.810093e+00    8.488117e+03
  3.914050e+00    7.863823e+03
  4.018007e+00    7.767385e+03
  4.121965e+00    7.982723e+03
  4.225922e+00    8.128676e+03
  4.329880e+00    8.346615e+03
  4.433837e+00    8.031958e+03
  4.537795e+00    1.157206e+04
  4.641752e+00    1.138340e+04
  4.745709e+00    7.981840e+03
  4.849667e+00    8.530307e+03
  4.953624e+00    8.883644e+03
  5.057582e+00    8.501896e+03
  5.161539e+00    1.208705e+04
  5.265497e+00    9.340017e+03
  5.369454e+00    5.983908e+03
  5.473412e+00    5.424339e+03
  5.577369e+00    5.233313e+03
  5.681326e+00    5.302754e+03
  5.785284e+00    6.101512e+03
  5.889241e+00    7.765052e+03
  5.993199e+00    8.752926e+03
  6.097156e+00    1.048023e+04
  6.201114e+00    9.345697e+03
  6.305071e+00    6.071797e+03
  6.409028e+00    5.869855e+03
  6.512986e+00    5.229002e+03
  6.616943e+00    5.017753e+03
  6.720901e+00    4.937346e+03
  6.824858e+00    5.275933e+03
  6.928816e+00    6.203023e+03
  7.032773e+00    5.163857e+03
  7.136731e+00    4.947490e+03
  7.240688e+00    5.329756e+03
  7.344645e+00    5.930657e+03
  7.448603e+00    5.239842e+03
  7.552560e+00    5.231157e+03
  7.656518e+00    6.225728e+03
  7.760475e+00    8.145113e+03
  7.864433e+00    8.364438e+03
  7.968390e+00    7.568458e+03
  8.072347e+00    6.180684e+03
  8.176305e+00    7.053232e+03
  8.280262e+00    7.519239e+03
  8.384220e+00    9.604325e+03
  8.488177e+00    1.172730e+04
  8.592135e+00    1.003854e+04
  8.696092e+00    6.466733e+03
  8.800050e+00    5.232236e+03
  8.904007e+00    5.292118e+03
  9.007964e+00    5.974916e+03
  9.111922e+00    5.671079e+03
  9.215879e+00    5.319790e+03
  9.319837e+00    5.736541e+03
  9.423794e+00    5.555573e+03
  9.527752e+00    5.791417e+03
  9.631709e+00    5.598300e+03
  9.735666e+00    5.130729e+03
  9.839624e+00    5.158560e+03
  9.943581e+00    5.192315e+03
  1.004754e+01    4.773192e+03
  1.015150e+01    4.399100e+03
  1.025545e+01    4.280778e+03
  1.035941e+01    4.522908e+03
  1.046337e+01    4.405214e+03
  1.056733e+01    3.907513e+03
  1.067128e+01    3.927269e+03
  1.077524e+01    3.656277e+03
  1.087920e+01    3.500674e+03
  1.098316e+01    3.610205e+03
  1.108711e+01    3.678053e+03
  1.119107e+01    3.637963e+03
  1.129503e+01    3.827260e+03
  1.139899e+01    3.768326e+03
  1.150294e+01    3.751594e+03
  1.160690e+01    3.726021e+03
  1.171086e+01    3.681594e+03
  1.181482e+01    4.079385e+03
  1.191877e+01    4.359551e+03
  1.202273e+01    3.974287e+03
  1.212669e+01    4.088067e+03
  1.223064e+01    3.962074e+03
  1.233460e+01    3.846926e+03
  1.243856e+01    3.659011e+03
  1.254252e+01    3.683448e+03
  1.264647e+01    3.604298e+03
  1.275043e+01    3.434008e+03
