# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00065.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    1.245476e+04
  8.992843e-01    1.116761e+04
  1.003242e+00    9.761556e+03
  1.107199e+00    9.200602e+03
  1.211157e+00    9.025812e+03
  1.315114e+00    9.056476e+03
  1.419071e+00    9.336221e+03
  1.523029e+00    9.924389e+03
  1.626986e+00    1.117036e+04
  1.730944e+00    1.316975e+04
  1.834901e+00    1.391094e+04
  1.938859e+00    1.233672e+04
  2.042816e+00    1.073156e+04
  2.146774e+00    1.055849e+04
  2.250731e+00    1.107023e+04
  2.354688e+00    1.199075e+04
  2.458646e+00    1.274266e+04
  2.562603e+00    1.361083e+04
  2.666561e+00    1.439099e+04
  2.770518e+00    1.466655e+04
  2.874476e+00    1.465235e+04
  2.978433e+00    1.407054e+04
  3.082390e+00    1.334677e+04
  3.186348e+00    1.242363e+04
  3.290305e+00    1.156634e+04
  3.394263e+00    1.083811e+04
  3.498220e+00    1.028760e+04
  3.602178e+00    9.766873e+03
  3.706135e+00    9.446896e+03
  3.810093e+00    8.734037e+03
  3.914050e+00    8.086067e+03
  4.018007e+00    8.005522e+03
  4.121965e+00    8.248709e+03
  4.225922e+00    8.448625e+03
  4.329880e+00    8.792440e+03
  4.433837e+00    8.778007e+03
  4.537795e+00    9.131603e+03
  4.641752e+00    8.907430e+03
  4.745709e+00    9.304964e+03
  4.849667e+00    1.003299e+04
  4.953624e+00    9.919883e+03
  5.057582e+00    9.300886e+03
  5.161539e+00    8.707211e+03
  5.265497e+00    7.672510e+03
  5.369454e+00    6.539876e+03
  5.473412e+00    6.076394e+03
  5.577369e+00    5.926744e+03
  5.681326e+00    5.950594e+03
  5.785284e+00    6.503477e+03
  5.889241e+00    8.360767e+03
  5.993199e+00    9.124554e+03
  6.097156e+00    7.853216e+03
  6.201114e+00    6.454764e+03
  6.305071e+00    5.933354e+03
  6.409028e+00    6.018981e+03
  6.512986e+00    5.549177e+03
  6.616943e+00    5.368064e+03
  6.720901e+00    5.261520e+03
  6.824858e+00    5.124155e+03
  6.928816e+00    5.132741e+03
  7.032773e+00    5.215546e+03
  7.136731e+00    5.332759e+03
  7.240688e+00    5.334221e+03
  7.344645e+00    5.347901e+03
  7.448603e+00    5.456314e+03
  7.552560e+00    5.746726e+03
  7.656518e+00    6.522000e+03
  7.760475e+00    7.582521e+03
  7.864433e+00    7.694073e+03
  7.968390e+00    7.070748e+03
  8.072347e+00    6.723661e+03
  8.176305e+00    6.903633e+03
  8.280262e+00    7.421238e+03
  8.384220e+00    9.191842e+03
  8.488177e+00    1.198928e+04
  8.592135e+00    9.966327e+03
  8.696092e+00    6.484399e+03
  8.800050e+00    5.570129e+03
  8.904007e+00    5.501831e+03
  9.007964e+00    5.742303e+03
  9.111922e+00    5.686376e+03
  9.215879e+00    5.472693e+03
  9.319837e+00    5.406728e+03
  9.423794e+00    5.399452e+03
  9.527752e+00    5.318497e+03
  9.631709e+00    5.264113e+03
  9.735666e+00    5.148017e+03
  9.839624e+00    4.993806e+03
  9.943581e+00    4.816900e+03
  1.004754e+01    4.669009e+03
  1.015150e+01    4.502580e+03
  1.025545e+01    4.396361e+03
  1.035941e+01    4.455998e+03
  1.046337e+01    4.367352e+03
  1.056733e+01    3.955778e+03
  1.067128e+01    3.789369e+03
  1.077524e+01    3.678072e+03
  1.087920e+01    3.564284e+03
  1.098316e+01    3.508515e+03
  1.108711e+01    3.520164e+03
  1.119107e+01    3.589245e+03
  1.129503e+01    3.694672e+03
  1.139899e+01    3.799934e+03
  1.150294e+01    3.817332e+03
  1.160690e+01    3.768179e+03
  1.171086e+01    3.807767e+03
  1.181482e+01    4.052962e+03
  1.191877e+01    4.221562e+03
  1.202273e+01    4.023483e+03
  1.212669e+01    3.833925e+03
  1.223064e+01    3.727219e+03
  1.233460e+01    3.607145e+03
  1.243856e+01    3.548356e+03
  1.254252e+01    3.503491e+03
  1.264647e+01    3.460320e+03
  1.275043e+01    3.476502e+03
