# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00027.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    9.702179e+03
  8.992843e-01    8.976141e+03
  1.003242e+00    8.123628e+03
  1.107199e+00    7.909117e+03
  1.211157e+00    7.959756e+03
  1.315114e+00    8.140802e+03
  1.419071e+00    8.983104e+03
  1.523029e+00    2.216295e+04
  1.626986e+00    2.413952e+04
  1.730944e+00    1.012564e+04
  1.834901e+00    9.672849e+03
  1.938859e+00    1.015249e+04
  2.042816e+00    9.891570e+03
  2.146774e+00    1.012692e+04
  2.250731e+00    1.075807e+04
  2.354688e+00    1.172118e+04
  2.458646e+00    1.272123e+04
  2.562603e+00    1.357187e+04
  2.666561e+00    1.435678e+04
  2.770518e+00    1.461467e+04
  2.874476e+00    1.458929e+04
  2.978433e+00    1.411242e+04
  3.082390e+00    1.627883e+04
  3.186348e+00    1.750575e+04
  3.290305e+00    1.211217e+04
  3.394263e+00    1.040162e+04
  3.498220e+00    9.641934e+03
  3.602178e+00    9.163184e+03
  3.706135e+00    9.085701e+03
  3.810093e+00    8.542752e+03
  3.914050e+00    7.906397e+03
  4.018007e+00    7.806772e+03
  4.121965e+00    8.019553e+03
  4.225922e+00    8.168886e+03
  4.329880e+00    8.378830e+03
  4.433837e+00    8.058380e+03
  4.537795e+00    1.161949e+04
  4.641752e+00    1.155311e+04
  4.745709e+00    8.021529e+03
  4.849667e+00    8.566693e+03
  4.953624e+00    8.946029e+03
  5.057582e+00    8.549410e+03
  5.161539e+00    1.215963e+04
  5.265497e+00    9.381838e+03
  5.369454e+00    6.015781e+03
  5.473412e+00    5.445599e+03
  5.577369e+00    5.253563e+03
  5.681326e+00    5.320825e+03
  5.785284e+00    6.108909e+03
  5.889241e+00    7.754849e+03
  5.993199e+00    8.826761e+03
  6.097156e+00    1.070033e+04
  6.201114e+00    9.421023e+03
  6.305071e+00    6.098399e+03
  6.409028e+00    5.890775e+03
  6.512986e+00    5.256120e+03
  6.616943e+00    5.038390e+03
  6.720901e+00    4.956092e+03
  6.824858e+00    5.348310e+03
  6.928816e+00    6.259906e+03
  7.032773e+00    5.159538e+03
  7.136731e+00    4.963145e+03
  7.240688e+00    5.391052e+03
  7.344645e+00    5.955295e+03
  7.448603e+00    5.237943e+03
  7.552560e+00    5.239917e+03
  7.656518e+00    6.209385e+03
  7.760475e+00    8.206219e+03
  7.864433e+00    8.413195e+03
  7.968390e+00    7.659748e+03
  8.072347e+00    6.238344e+03
  8.176305e+00    7.099001e+03
  8.280262e+00    7.506326e+03
  8.384220e+00    9.629022e+03
  8.488177e+00    1.178411e+04
  8.592135e+00    1.018581e+04
  8.696092e+00    6.518886e+03
  8.800050e+00    5.251583e+03
  8.904007e+00    5.294068e+03
  9.007964e+00    6.004843e+03
  9.111922e+00    5.709451e+03
  9.215879e+00    5.338764e+03
  9.319837e+00    5.775818e+03
  9.423794e+00    5.639062e+03
  9.527752e+00    5.867494e+03
  9.631709e+00    5.592348e+03
  9.735666e+00    5.153591e+03
  9.839624e+00    5.184008e+03
  9.943581e+00    5.235636e+03
  1.004754e+01    4.796749e+03
  1.015150e+01    4.415384e+03
  1.025545e+01    4.299062e+03
  1.035941e+01    4.548779e+03
  1.046337e+01    4.432441e+03
  1.056733e+01    3.933877e+03
  1.067128e+01    3.952936e+03
  1.077524e+01    3.671765e+03
  1.087920e+01    3.532640e+03
  1.098316e+01    3.644948e+03
  1.108711e+01    3.688175e+03
  1.119107e+01    3.646369e+03
  1.129503e+01    3.843875e+03
  1.139899e+01    3.785701e+03
  1.150294e+01    3.770827e+03
  1.160690e+01    3.745013e+03
  1.171086e+01    3.691325e+03
  1.181482e+01    4.082476e+03
  1.191877e+01    4.388730e+03
  1.202273e+01    4.001476e+03
  1.212669e+01    4.124248e+03
  1.223064e+01    4.024491e+03
  1.233460e+01    3.868740e+03
  1.243856e+01    3.680215e+03
  1.254252e+01    3.705273e+03
  1.264647e+01    3.635047e+03
  1.275043e+01    3.440338e+03
