# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00024.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    9.646892e+03
  8.992843e-01    8.961477e+03
  1.003242e+00    8.099860e+03
  1.107199e+00    7.903792e+03
  1.211157e+00    7.957027e+03
  1.315114e+00    8.142823e+03
  1.419071e+00    9.009175e+03
  1.523029e+00    2.227342e+04
  1.626986e+00    2.407420e+04
  1.730944e+00    1.011400e+04
  1.834901e+00    9.681309e+03
  1.938859e+00    1.016989e+04
  2.042816e+00    9.924814e+03
  2.146774e+00    1.014841e+04
  2.250731e+00    1.077568e+04
  2.354688e+00    1.177363e+04
  2.458646e+00    1.277525e+04
  2.562603e+00    1.362186e+04
  2.666561e+00    1.439417e+04
  2.770518e+00    1.466453e+04
  2.874476e+00    1.464195e+04
  2.978433e+00    1.415636e+04
  3.082390e+00    1.637339e+04
  3.186348e+00    1.758063e+04
  3.290305e+00    1.211354e+04
  3.394263e+00    1.044019e+04
  3.498220e+00    9.671924e+03
  3.602178e+00    9.196832e+03
  3.706135e+00    9.115943e+03
  3.810093e+00    8.569907e+03
  3.914050e+00    7.939010e+03
  4.018007e+00    7.837833e+03
  4.121965e+00    8.048424e+03
  4.225922e+00    8.193407e+03
  4.329880e+00    8.407724e+03
  4.433837e+00    8.083150e+03
  4.537795e+00    1.166475e+04
  4.641752e+00    1.161485e+04
  4.745709e+00    8.045894e+03
  4.849667e+00    8.582580e+03
  4.953624e+00    8.964032e+03
  5.057582e+00    8.568197e+03
  5.161539e+00    1.219726e+04
  5.265497e+00    9.406008e+03
  5.369454e+00    6.031672e+03
  5.473412e+00    5.468917e+03
  5.577369e+00    5.264017e+03
  5.681326e+00    5.334267e+03
  5.785284e+00    6.122652e+03
  5.889241e+00    7.780406e+03
  5.993199e+00    8.852926e+03
  6.097156e+00    1.076985e+04
  6.201114e+00    9.455683e+03
  6.305071e+00    6.117162e+03
  6.409028e+00    5.903990e+03
  6.512986e+00    5.264108e+03
  6.616943e+00    5.047250e+03
  6.720901e+00    4.970131e+03
  6.824858e+00    5.369170e+03
  6.928816e+00    6.282236e+03
  7.032773e+00    5.167062e+03
  7.136731e+00    4.975760e+03
  7.240688e+00    5.411208e+03
  7.344645e+00    5.968936e+03
  7.448603e+00    5.248456e+03
  7.552560e+00    5.246564e+03
  7.656518e+00    6.213088e+03
  7.760475e+00    8.238864e+03
  7.864433e+00    8.431665e+03
  7.968390e+00    7.694750e+03
  8.072347e+00    6.249092e+03
  8.176305e+00    7.118475e+03
  8.280262e+00    7.518213e+03
  8.384220e+00    9.649248e+03
  8.488177e+00    1.181740e+04
  8.592135e+00    1.022850e+04
  8.696092e+00    6.536756e+03
  8.800050e+00    5.260120e+03
  8.904007e+00    5.307441e+03
  9.007964e+00    6.025012e+03
  9.111922e+00    5.725706e+03
  9.215879e+00    5.351306e+03
  9.319837e+00    5.791696e+03
  9.423794e+00    5.662849e+03
  9.527752e+00    5.894822e+03
  9.631709e+00    5.605574e+03
  9.735666e+00    5.159401e+03
  9.839624e+00    5.202479e+03
  9.943581e+00    5.258149e+03
  1.004754e+01    4.812516e+03
  1.015150e+01    4.421721e+03
  1.025545e+01    4.308146e+03
  1.035941e+01    4.558740e+03
  1.046337e+01    4.445692e+03
  1.056733e+01    3.944344e+03
  1.067128e+01    3.966336e+03
  1.077524e+01    3.678741e+03
  1.087920e+01    3.538604e+03
  1.098316e+01    3.658375e+03
  1.108711e+01    3.702239e+03
  1.119107e+01    3.655064e+03
  1.129503e+01    3.855525e+03
  1.139899e+01    3.797929e+03
  1.150294e+01    3.777740e+03
  1.160690e+01    3.753776e+03
  1.171086e+01    3.696623e+03
  1.181482e+01    4.088822e+03
  1.191877e+01    4.406396e+03
  1.202273e+01    4.008708e+03
  1.212669e+01    4.134740e+03
  1.223064e+01    4.044404e+03
  1.233460e+01    3.879861e+03
  1.243856e+01    3.690373e+03
  1.254252e+01    3.713016e+03
  1.264647e+01    3.646580e+03
  1.275043e+01    3.452939e+03
