# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00073.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    1.389386e+04
  8.992843e-01    1.225257e+04
  1.003242e+00    1.044311e+04
  1.107199e+00    9.653895e+03
  1.211157e+00    9.296930e+03
  1.315114e+00    9.148632e+03
  1.419071e+00    9.189745e+03
  1.523029e+00    9.345790e+03
  1.626986e+00    9.636491e+03
  1.730944e+00    1.006898e+04
  1.834901e+00    1.070218e+04
  1.938859e+00    1.098488e+04
  2.042816e+00    1.044065e+04
  2.146774e+00    1.049883e+04
  2.250731e+00    1.106684e+04
  2.354688e+00    1.203121e+04
  2.458646e+00    1.273928e+04
  2.562603e+00    1.362503e+04
  2.666561e+00    1.439096e+04
  2.770518e+00    1.466389e+04
  2.874476e+00    1.462580e+04
  2.978433e+00    1.404341e+04
  3.082390e+00    1.330430e+04
  3.186348e+00    1.236282e+04
  3.290305e+00    1.145210e+04
  3.394263e+00    1.063750e+04
  3.498220e+00    9.971941e+03
  3.602178e+00    9.509465e+03
  3.706135e+00    9.408396e+03
  3.810093e+00    8.845293e+03
  3.914050e+00    8.274247e+03
  4.018007e+00    8.261433e+03
  4.121965e+00    8.555626e+03
  4.225922e+00    8.755350e+03
  4.329880e+00    9.017729e+03
  4.433837e+00    8.548081e+03
  4.537795e+00    8.508074e+03
  4.641752e+00    8.792932e+03
  4.745709e+00    9.435675e+03
  4.849667e+00    1.018653e+04
  4.953624e+00    9.972055e+03
  5.057582e+00    9.279897e+03
  5.161539e+00    8.619629e+03
  5.265497e+00    7.507779e+03
  5.369454e+00    6.377324e+03
  5.473412e+00    5.941248e+03
  5.577369e+00    5.825732e+03
  5.681326e+00    5.920088e+03
  5.785284e+00    6.571142e+03
  5.889241e+00    8.478153e+03
  5.993199e+00    9.166490e+03
  6.097156e+00    7.808742e+03
  6.201114e+00    6.357071e+03
  6.305071e+00    5.820541e+03
  6.409028e+00    5.899557e+03
  6.512986e+00    5.443724e+03
  6.616943e+00    5.249440e+03
  6.720901e+00    5.138870e+03
  6.824858e+00    4.980219e+03
  6.928816e+00    4.998779e+03
  7.032773e+00    5.118500e+03
  7.136731e+00    5.268658e+03
  7.240688e+00    5.318334e+03
  7.344645e+00    5.385475e+03
  7.448603e+00    5.538114e+03
  7.552560e+00    5.841410e+03
  7.656518e+00    6.410056e+03
  7.760475e+00    6.931296e+03
  7.864433e+00    7.048096e+03
  7.968390e+00    6.898378e+03
  8.072347e+00    6.831998e+03
  8.176305e+00    7.234236e+03
  8.280262e+00    7.919597e+03
  8.384220e+00    9.715676e+03
  8.488177e+00    1.230786e+04
  8.592135e+00    1.007418e+04
  8.696092e+00    6.526518e+03
  8.800050e+00    5.579647e+03
  8.904007e+00    5.417987e+03
  9.007964e+00    5.547913e+03
  9.111922e+00    5.509900e+03
  9.215879e+00    5.363010e+03
  9.319837e+00    5.329810e+03
  9.423794e+00    5.360410e+03
  9.527752e+00    5.323648e+03
  9.631709e+00    5.306551e+03
  9.735666e+00    5.193239e+03
  9.839624e+00    5.024676e+03
  9.943581e+00    4.823494e+03
  1.004754e+01    4.666091e+03
  1.015150e+01    4.495636e+03
  1.025545e+01    4.394118e+03
  1.035941e+01    4.437205e+03
  1.046337e+01    4.332263e+03
  1.056733e+01    3.922497e+03
  1.067128e+01    3.757144e+03
  1.077524e+01    3.655926e+03
  1.087920e+01    3.552786e+03
  1.098316e+01    3.516457e+03
  1.108711e+01    3.546380e+03
  1.119107e+01    3.630879e+03
  1.129503e+01    3.741852e+03
  1.139899e+01    3.836516e+03
  1.150294e+01    3.842574e+03
  1.160690e+01    3.776517e+03
  1.171086e+01    3.785406e+03
  1.181482e+01    3.977232e+03
  1.191877e+01    4.080108e+03
  1.202273e+01    3.878955e+03
  1.212669e+01    3.725282e+03
  1.223064e+01    3.638537e+03
  1.233460e+01    3.541954e+03
  1.243856e+01    3.509966e+03
  1.254252e+01    3.486506e+03
  1.264647e+01    3.465095e+03
  1.275043e+01    3.498160e+03
