# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00049.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    1.059173e+04
  8.992843e-01    9.654160e+03
  1.003242e+00    8.593706e+03
  1.107199e+00    8.275747e+03
  1.211157e+00    8.285021e+03
  1.315114e+00    8.492271e+03
  1.419071e+00    9.305210e+03
  1.523029e+00    1.721259e+04
  1.626986e+00    2.204770e+04
  1.730944e+00    1.198168e+04
  1.834901e+00    1.009418e+04
  1.938859e+00    1.025949e+04
  2.042816e+00    9.897690e+03
  2.146774e+00    1.007303e+04
  2.250731e+00    1.069956e+04
  2.354688e+00    1.166380e+04
  2.458646e+00    1.253868e+04
  2.562603e+00    1.340442e+04
  2.666561e+00    1.418958e+04
  2.770518e+00    1.445006e+04
  2.874476e+00    1.443840e+04
  2.978433e+00    1.400495e+04
  3.082390e+00    1.455745e+04
  3.186348e+00    1.568805e+04
  3.290305e+00    1.260758e+04
  3.394263e+00    1.045243e+04
  3.498220e+00    9.589626e+03
  3.602178e+00    9.075890e+03
  3.706135e+00    8.972072e+03
  3.810093e+00    8.418994e+03
  3.914050e+00    7.805208e+03
  4.018007e+00    7.718214e+03
  4.121965e+00    7.939383e+03
  4.225922e+00    8.088002e+03
  4.329880e+00    8.328592e+03
  4.433837e+00    8.105785e+03
  4.537795e+00    1.070896e+04
  4.641752e+00    1.087652e+04
  4.745709e+00    8.212689e+03
  4.849667e+00    8.623666e+03
  4.953624e+00    8.907262e+03
  5.057582e+00    8.643399e+03
  5.161539e+00    1.086723e+04
  5.265497e+00    9.217000e+03
  5.369454e+00    6.177752e+03
  5.473412e+00    5.527116e+03
  5.577369e+00    5.318025e+03
  5.681326e+00    5.357314e+03
  5.785284e+00    6.081391e+03
  5.889241e+00    7.861429e+03
  5.993199e+00    8.792371e+03
  6.097156e+00    9.094976e+03
  6.201114e+00    8.544411e+03
  6.305071e+00    6.210484e+03
  6.409028e+00    5.913361e+03
  6.512986e+00    5.296951e+03
  6.616943e+00    5.074069e+03
  6.720901e+00    4.990954e+03
  6.824858e+00    5.092879e+03
  6.928816e+00    5.673007e+03
  7.032773e+00    5.280376e+03
  7.136731e+00    5.070048e+03
  7.240688e+00    5.225432e+03
  7.344645e+00    5.628336e+03
  7.448603e+00    5.371766e+03
  7.552560e+00    5.343000e+03
  7.656518e+00    6.239351e+03
  7.760475e+00    8.030149e+03
  7.864433e+00    8.003327e+03
  7.968390e+00    7.364642e+03
  8.072347e+00    6.230247e+03
  8.176305e+00    6.795016e+03
  8.280262e+00    7.480927e+03
  8.384220e+00    9.395366e+03
  8.488177e+00    1.171200e+04
  8.592135e+00    9.763143e+03
  8.696092e+00    6.344970e+03
  8.800050e+00    5.289537e+03
  8.904007e+00    5.303391e+03
  9.007964e+00    5.866111e+03
  9.111922e+00    5.603569e+03
  9.215879e+00    5.333214e+03
  9.319837e+00    5.556984e+03
  9.423794e+00    5.437073e+03
  9.527752e+00    5.445138e+03
  9.631709e+00    5.474827e+03
  9.735666e+00    5.153404e+03
  9.839624e+00    5.040460e+03
  9.943581e+00    5.002552e+03
  1.004754e+01    4.697538e+03
  1.015150e+01    4.409625e+03
  1.025545e+01    4.282249e+03
  1.035941e+01    4.429753e+03
  1.046337e+01    4.359924e+03
  1.056733e+01    3.889983e+03
  1.067128e+01    3.812728e+03
  1.077524e+01    3.639796e+03
  1.087920e+01    3.478113e+03
  1.098316e+01    3.503544e+03
  1.108711e+01    3.587615e+03
  1.119107e+01    3.616740e+03
  1.129503e+01    3.732238e+03
  1.139899e+01    3.756503e+03
  1.150294e+01    3.726712e+03
  1.160690e+01    3.683308e+03
  1.171086e+01    3.681749e+03
  1.181482e+01    4.033318e+03
  1.191877e+01    4.294631e+03
  1.202273e+01    3.961454e+03
  1.212669e+01    3.954145e+03
  1.223064e+01    3.804624e+03
  1.233460e+01    3.705052e+03
  1.243856e+01    3.608842e+03
  1.254252e+01    3.583037e+03
  1.264647e+01    3.515401e+03
  1.275043e+01    3.425036e+03
