# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00040.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    9.845677e+03
  8.992843e-01    9.094017e+03
  1.003242e+00    8.186289e+03
  1.107199e+00    7.933474e+03
  1.211157e+00    7.950531e+03
  1.315114e+00    8.111162e+03
  1.419071e+00    8.842242e+03
  1.523029e+00    2.131099e+04
  1.626986e+00    2.452396e+04
  1.730944e+00    1.044640e+04
  1.834901e+00    9.677372e+03
  1.938859e+00    1.014083e+04
  2.042816e+00    9.862784e+03
  2.146774e+00    1.007416e+04
  2.250731e+00    1.070176e+04
  2.354688e+00    1.168753e+04
  2.458646e+00    1.260649e+04
  2.562603e+00    1.347340e+04
  2.666561e+00    1.425672e+04
  2.770518e+00    1.451232e+04
  2.874476e+00    1.448670e+04
  2.978433e+00    1.398183e+04
  3.082390e+00    1.559684e+04
  3.186348e+00    1.714661e+04
  3.290305e+00    1.223919e+04
  3.394263e+00    1.033082e+04
  3.498220e+00    9.563944e+03
  3.602178e+00    9.095743e+03
  3.706135e+00    9.014207e+03
  3.810093e+00    8.466736e+03
  3.914050e+00    7.838541e+03
  4.018007e+00    7.751388e+03
  4.121965e+00    7.969929e+03
  4.225922e+00    8.110691e+03
  4.329880e+00    8.329268e+03
  4.433837e+00    8.032506e+03
  4.537795e+00    1.144912e+04
  4.641752e+00    1.129279e+04
  4.745709e+00    7.986761e+03
  4.849667e+00    8.522522e+03
  4.953624e+00    8.864820e+03
  5.057582e+00    8.481087e+03
  5.161539e+00    1.195908e+04
  5.265497e+00    9.369351e+03
  5.369454e+00    5.996983e+03
  5.473412e+00    5.424107e+03
  5.577369e+00    5.234597e+03
  5.681326e+00    5.300429e+03
  5.785284e+00    6.108914e+03
  5.889241e+00    7.761462e+03
  5.993199e+00    8.704688e+03
  6.097156e+00    1.020003e+04
  6.201114e+00    9.341776e+03
  6.305071e+00    6.073933e+03
  6.409028e+00    5.870693e+03
  6.512986e+00    5.235408e+03
  6.616943e+00    5.017273e+03
  6.720901e+00    4.931196e+03
  6.824858e+00    5.208214e+03
  6.928816e+00    6.147537e+03
  7.032773e+00    5.202738e+03
  7.136731e+00    4.955396e+03
  7.240688e+00    5.270565e+03
  7.344645e+00    5.907704e+03
  7.448603e+00    5.277060e+03
  7.552560e+00    5.239035e+03
  7.656518e+00    6.229418e+03
  7.760475e+00    8.112327e+03
  7.864433e+00    8.303556e+03
  7.968390e+00    7.533639e+03
  8.072347e+00    6.151070e+03
  8.176305e+00    7.006297e+03
  8.280262e+00    7.537773e+03
  8.384220e+00    9.578298e+03
  8.488177e+00    1.170835e+04
  8.592135e+00    9.951634e+03
  8.696092e+00    6.460057e+03
  8.800050e+00    5.243004e+03
  8.904007e+00    5.292312e+03
  9.007964e+00    5.950751e+03
  9.111922e+00    5.656221e+03
  9.215879e+00    5.318881e+03
  9.319837e+00    5.708669e+03
  9.423794e+00    5.510944e+03
  9.527752e+00    5.708862e+03
  9.631709e+00    5.620505e+03
  9.735666e+00    5.133120e+03
  9.839624e+00    5.129236e+03
  9.943581e+00    5.161675e+03
  1.004754e+01    4.762793e+03
  1.015150e+01    4.400355e+03
  1.025545e+01    4.270947e+03
  1.035941e+01    4.501161e+03
  1.046337e+01    4.400835e+03
  1.056733e+01    3.894922e+03
  1.067128e+01    3.908898e+03
  1.077524e+01    3.652155e+03
  1.087920e+01    3.485952e+03
  1.098316e+01    3.583289e+03
  1.108711e+01    3.672228e+03
  1.119107e+01    3.636694e+03
  1.129503e+01    3.812281e+03
  1.139899e+01    3.762992e+03
  1.150294e+01    3.743469e+03
  1.160690e+01    3.718950e+03
  1.171086e+01    3.682045e+03
  1.181482e+01    4.071353e+03
  1.191877e+01    4.343961e+03
  1.202273e+01    3.967955e+03
  1.212669e+01    4.056850e+03
  1.223064e+01    3.918570e+03
  1.233460e+01    3.829830e+03
  1.243856e+01    3.651733e+03
  1.254252e+01    3.665366e+03
  1.264647e+01    3.588192e+03
  1.275043e+01    3.437447e+03
