# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00066.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    1.262445e+04
  8.992843e-01    1.133629e+04
  1.003242e+00    9.869354e+03
  1.107199e+00    9.294793e+03
  1.211157e+00    9.101185e+03
  1.315114e+00    9.115530e+03
  1.419071e+00    9.370610e+03
  1.523029e+00    9.939441e+03
  1.626986e+00    1.106799e+04
  1.730944e+00    1.280298e+04
  1.834901e+00    1.353355e+04
  1.938859e+00    1.229475e+04
  2.042816e+00    1.077440e+04
  2.146774e+00    1.059215e+04
  2.250731e+00    1.109269e+04
  2.354688e+00    1.202867e+04
  2.458646e+00    1.277328e+04
  2.562603e+00    1.365383e+04
  2.666561e+00    1.442992e+04
  2.770518e+00    1.469529e+04
  2.874476e+00    1.467324e+04
  2.978433e+00    1.408582e+04
  3.082390e+00    1.336822e+04
  3.186348e+00    1.244335e+04
  3.290305e+00    1.157708e+04
  3.394263e+00    1.085318e+04
  3.498220e+00    1.028425e+04
  3.602178e+00    9.774384e+03
  3.706135e+00    9.467429e+03
  3.810093e+00    8.766494e+03
  3.914050e+00    8.117759e+03
  4.018007e+00    8.048508e+03
  4.121965e+00    8.293951e+03
  4.225922e+00    8.497610e+03
  4.329880e+00    8.828823e+03
  4.433837e+00    8.767714e+03
  4.537795e+00    9.112616e+03
  4.641752e+00    8.936576e+03
  4.745709e+00    9.333816e+03
  4.849667e+00    1.005105e+04
  4.953624e+00    9.925055e+03
  5.057582e+00    9.311010e+03
  5.161539e+00    8.719207e+03
  5.265497e+00    7.676638e+03
  5.369454e+00    6.546368e+03
  5.473412e+00    6.084623e+03
  5.577369e+00    5.933307e+03
  5.681326e+00    5.970060e+03
  5.785284e+00    6.519787e+03
  5.889241e+00    8.381864e+03
  5.993199e+00    9.143222e+03
  6.097156e+00    7.871148e+03
  6.201114e+00    6.462343e+03
  6.305071e+00    5.939714e+03
  6.409028e+00    6.031145e+03
  6.512986e+00    5.555814e+03
  6.616943e+00    5.369375e+03
  6.720901e+00    5.264973e+03
  6.824858e+00    5.123498e+03
  6.928816e+00    5.135060e+03
  7.032773e+00    5.217861e+03
  7.136731e+00    5.341406e+03
  7.240688e+00    5.345789e+03
  7.344645e+00    5.359249e+03
  7.448603e+00    5.472010e+03
  7.552560e+00    5.767733e+03
  7.656518e+00    6.522779e+03
  7.760475e+00    7.521477e+03
  7.864433e+00    7.663954e+03
  7.968390e+00    7.089618e+03
  8.072347e+00    6.752500e+03
  8.176305e+00    6.946450e+03
  8.280262e+00    7.460423e+03
  8.384220e+00    9.243473e+03
  8.488177e+00    1.202746e+04
  8.592135e+00    9.998568e+03
  8.696092e+00    6.502563e+03
  8.800050e+00    5.588560e+03
  8.904007e+00    5.513974e+03
  9.007964e+00    5.743347e+03
  9.111922e+00    5.690372e+03
  9.215879e+00    5.488180e+03
  9.319837e+00    5.410302e+03
  9.423794e+00    5.407498e+03
  9.527752e+00    5.327809e+03
  9.631709e+00    5.276947e+03
  9.735666e+00    5.163838e+03
  9.839624e+00    5.004601e+03
  9.943581e+00    4.826411e+03
  1.004754e+01    4.678037e+03
  1.015150e+01    4.510520e+03
  1.025545e+01    4.403821e+03
  1.035941e+01    4.467513e+03
  1.046337e+01    4.375868e+03
  1.056733e+01    3.960632e+03
  1.067128e+01    3.798227e+03
  1.077524e+01    3.686455e+03
  1.087920e+01    3.567676e+03
  1.098316e+01    3.519594e+03
  1.108711e+01    3.526396e+03
  1.119107e+01    3.597457e+03
  1.129503e+01    3.706276e+03
  1.139899e+01    3.811628e+03
  1.150294e+01    3.829361e+03
  1.160690e+01    3.776091e+03
  1.171086e+01    3.813813e+03
  1.181482e+01    4.054375e+03
  1.191877e+01    4.220913e+03
  1.202273e+01    4.019282e+03
  1.212669e+01    3.835812e+03
  1.223064e+01    3.729244e+03
  1.233460e+01    3.608546e+03
  1.243856e+01    3.554117e+03
  1.254252e+01    3.508533e+03
  1.264647e+01    3.464618e+03
  1.275043e+01    3.488188e+03
