# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00058.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    1.167885e+04
  8.992843e-01    1.055197e+04
  1.003242e+00    9.302909e+03
  1.107199e+00    8.838746e+03
  1.211157e+00    8.738994e+03
  1.315114e+00    8.811196e+03
  1.419071e+00    9.139209e+03
  1.523029e+00    9.908983e+03
  1.626986e+00    1.185368e+04
  1.730944e+00    1.539131e+04
  1.834901e+00    1.527238e+04
  1.938859e+00    1.205565e+04
  2.042816e+00    1.051337e+04
  2.146774e+00    1.045197e+04
  2.250731e+00    1.098175e+04
  2.354688e+00    1.192405e+04
  2.458646e+00    1.271663e+04
  2.562603e+00    1.358500e+04
  2.666561e+00    1.436180e+04
  2.770518e+00    1.463764e+04
  2.874476e+00    1.460195e+04
  2.978433e+00    1.404220e+04
  3.082390e+00    1.331988e+04
  3.186348e+00    1.241293e+04
  3.290305e+00    1.159315e+04
  3.394263e+00    1.094791e+04
  3.498220e+00    1.039776e+04
  3.602178e+00    9.732777e+03
  3.706135e+00    9.308585e+03
  3.810093e+00    8.607156e+03
  3.914050e+00    7.971948e+03
  4.018007e+00    7.878304e+03
  4.121965e+00    8.113244e+03
  4.225922e+00    8.299988e+03
  4.329880e+00    8.642471e+03
  4.433837e+00    8.833143e+03
  4.537795e+00    9.199608e+03
  4.641752e+00    8.887593e+03
  4.745709e+00    9.272468e+03
  4.849667e+00    1.001628e+04
  4.953624e+00    9.902980e+03
  5.057582e+00    9.282691e+03
  5.161539e+00    8.713913e+03
  5.265497e+00    7.685479e+03
  5.369454e+00    6.545610e+03
  5.473412e+00    6.072362e+03
  5.577369e+00    5.909821e+03
  5.681326e+00    5.932064e+03
  5.785284e+00    6.470247e+03
  5.889241e+00    8.324038e+03
  5.993199e+00    9.092479e+03
  6.097156e+00    7.844057e+03
  6.201114e+00    6.448113e+03
  6.305071e+00    5.944906e+03
  6.409028e+00    6.034941e+03
  6.512986e+00    5.557252e+03
  6.616943e+00    5.377234e+03
  6.720901e+00    5.269670e+03
  6.824858e+00    5.140226e+03
  6.928816e+00    5.145336e+03
  7.032773e+00    5.213976e+03
  7.136731e+00    5.322993e+03
  7.240688e+00    5.311958e+03
  7.344645e+00    5.311122e+03
  7.448603e+00    5.405071e+03
  7.552560e+00    5.694544e+03
  7.656518e+00    6.554098e+03
  7.760475e+00    7.888257e+03
  7.864433e+00    7.791305e+03
  7.968390e+00    6.977216e+03
  8.072347e+00    6.630457e+03
  8.176305e+00    6.819110e+03
  8.280262e+00    7.315292e+03
  8.384220e+00    9.061782e+03
  8.488177e+00    1.186042e+04
  8.592135e+00    9.895236e+03
  8.696092e+00    6.417008e+03
  8.800050e+00    5.508887e+03
  8.904007e+00    5.491216e+03
  9.007964e+00    5.777136e+03
  9.111922e+00    5.680300e+03
  9.215879e+00    5.452691e+03
  9.319837e+00    5.381176e+03
  9.423794e+00    5.377920e+03
  9.527752e+00    5.295321e+03
  9.631709e+00    5.239934e+03
  9.735666e+00    5.126338e+03
  9.839624e+00    4.973239e+03
  9.943581e+00    4.804635e+03
  1.004754e+01    4.653673e+03
  1.015150e+01    4.489929e+03
  1.025545e+01    4.385684e+03
  1.035941e+01    4.448492e+03
  1.046337e+01    4.363286e+03
  1.056733e+01    3.943428e+03
  1.067128e+01    3.774825e+03
  1.077524e+01    3.669325e+03
  1.087920e+01    3.551294e+03
  1.098316e+01    3.493711e+03
  1.108711e+01    3.499872e+03
  1.119107e+01    3.570328e+03
  1.129503e+01    3.676158e+03
  1.139899e+01    3.775720e+03
  1.150294e+01    3.793104e+03
  1.160690e+01    3.741677e+03
  1.171086e+01    3.788323e+03
  1.181482e+01    4.070175e+03
  1.191877e+01    4.266305e+03
  1.202273e+01    4.039538e+03
  1.212669e+01    3.837903e+03
  1.223064e+01    3.721015e+03
  1.233460e+01    3.600557e+03
  1.243856e+01    3.537611e+03
  1.254252e+01    3.489667e+03
  1.264647e+01    3.444194e+03
  1.275043e+01    3.465264e+03
