# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00029.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    9.693679e+03
  8.992843e-01    8.977098e+03
  1.003242e+00    8.110501e+03
  1.107199e+00    7.904593e+03
  1.211157e+00    7.944261e+03
  1.315114e+00    8.116809e+03
  1.419071e+00    8.961533e+03
  1.523029e+00    2.209412e+04
  1.626986e+00    2.407337e+04
  1.730944e+00    1.010929e+04
  1.834901e+00    9.637358e+03
  1.938859e+00    1.012458e+04
  2.042816e+00    9.848705e+03
  2.146774e+00    1.008644e+04
  2.250731e+00    1.071229e+04
  2.354688e+00    1.170341e+04
  2.458646e+00    1.267153e+04
  2.562603e+00    1.351656e+04
  2.666561e+00    1.429829e+04
  2.770518e+00    1.455415e+04
  2.874476e+00    1.453855e+04
  2.978433e+00    1.405157e+04
  3.082390e+00    1.617408e+04
  3.186348e+00    1.742192e+04
  3.290305e+00    1.206289e+04
  3.394263e+00    1.035865e+04
  3.498220e+00    9.602531e+03
  3.602178e+00    9.140625e+03
  3.706135e+00    9.060131e+03
  3.810093e+00    8.507028e+03
  3.914050e+00    7.885979e+03
  4.018007e+00    7.781147e+03
  4.121965e+00    7.984922e+03
  4.225922e+00    8.135459e+03
  4.329880e+00    8.354680e+03
  4.433837e+00    8.033736e+03
  4.537795e+00    1.158546e+04
  4.641752e+00    1.148384e+04
  4.745709e+00    7.983458e+03
  4.849667e+00    8.532152e+03
  4.953624e+00    8.911761e+03
  5.057582e+00    8.517946e+03
  5.161539e+00    1.211429e+04
  5.265497e+00    9.337793e+03
  5.369454e+00    5.990482e+03
  5.473412e+00    5.424908e+03
  5.577369e+00    5.235687e+03
  5.681326e+00    5.297415e+03
  5.785284e+00    6.094529e+03
  5.889241e+00    7.736613e+03
  5.993199e+00    8.796846e+03
  6.097156e+00    1.062871e+04
  6.201114e+00    9.367333e+03
  6.305071e+00    6.081187e+03
  6.409028e+00    5.870439e+03
  6.512986e+00    5.239870e+03
  6.616943e+00    5.017626e+03
  6.720901e+00    4.936684e+03
  6.824858e+00    5.320113e+03
  6.928816e+00    6.224123e+03
  7.032773e+00    5.143218e+03
  7.136731e+00    4.944245e+03
  7.240688e+00    5.363993e+03
  7.344645e+00    5.932530e+03
  7.448603e+00    5.225503e+03
  7.552560e+00    5.224337e+03
  7.656518e+00    6.195449e+03
  7.760475e+00    8.170115e+03
  7.864433e+00    8.379174e+03
  7.968390e+00    7.615055e+03
  8.072347e+00    6.210866e+03
  8.176305e+00    7.073182e+03
  8.280262e+00    7.482761e+03
  8.384220e+00    9.600984e+03
  8.488177e+00    1.174430e+04
  8.592135e+00    1.011515e+04
  8.696092e+00    6.484365e+03
  8.800050e+00    5.227648e+03
  8.904007e+00    5.282354e+03
  9.007964e+00    5.981156e+03
  9.111922e+00    5.681320e+03
  9.215879e+00    5.325439e+03
  9.319837e+00    5.749081e+03
  9.423794e+00    5.606679e+03
  9.527752e+00    5.831790e+03
  9.631709e+00    5.573380e+03
  9.735666e+00    5.131009e+03
  9.839624e+00    5.165082e+03
  9.943581e+00    5.212531e+03
  1.004754e+01    4.778553e+03
  1.015150e+01    4.397208e+03
  1.025545e+01    4.284104e+03
  1.035941e+01    4.530827e+03
  1.046337e+01    4.415117e+03
  1.056733e+01    3.918015e+03
  1.067128e+01    3.936501e+03
  1.077524e+01    3.657607e+03
  1.087920e+01    3.515299e+03
  1.098316e+01    3.629060e+03
  1.108711e+01    3.677681e+03
  1.119107e+01    3.636566e+03
  1.129503e+01    3.831101e+03
  1.139899e+01    3.771391e+03
  1.150294e+01    3.751862e+03
  1.160690e+01    3.730841e+03
  1.171086e+01    3.677527e+03
  1.181482e+01    4.071182e+03
  1.191877e+01    4.370820e+03
  1.202273e+01    3.981455e+03
  1.212669e+01    4.103715e+03
  1.223064e+01    4.001760e+03
  1.233460e+01    3.848987e+03
  1.243856e+01    3.665732e+03
  1.254252e+01    3.690607e+03
  1.264647e+01    3.617814e+03
  1.275043e+01    3.431474e+03
