# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00044.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    1.013275e+04
  8.992843e-01    9.320919e+03
  1.003242e+00    8.347917e+03
  1.107199e+00    8.087009e+03
  1.211157e+00    8.086465e+03
  1.315114e+00    8.253717e+03
  1.419071e+00    8.934014e+03
  1.523029e+00    2.032199e+04
  1.626986e+00    2.452215e+04
  1.730944e+00    1.086186e+04
  1.834901e+00    9.784586e+03
  1.938859e+00    1.021824e+04
  2.042816e+00    9.921497e+03
  2.146774e+00    1.013997e+04
  2.250731e+00    1.077382e+04
  2.354688e+00    1.175675e+04
  2.458646e+00    1.266354e+04
  2.562603e+00    1.354506e+04
  2.666561e+00    1.432047e+04
  2.770518e+00    1.457295e+04
  2.874476e+00    1.455571e+04
  2.978433e+00    1.406519e+04
  3.082390e+00    1.526023e+04
  3.186348e+00    1.696669e+04
  3.290305e+00    1.252360e+04
  3.394263e+00    1.040411e+04
  3.498220e+00    9.617553e+03
  3.602178e+00    9.135597e+03
  3.706135e+00    9.058969e+03
  3.810093e+00    8.503116e+03
  3.914050e+00    7.885306e+03
  4.018007e+00    7.796744e+03
  4.121965e+00    8.008539e+03
  4.225922e+00    8.157078e+03
  4.329880e+00    8.384854e+03
  4.433837e+00    8.099920e+03
  4.537795e+00    1.134939e+04
  4.641752e+00    1.126884e+04
  4.745709e+00    8.078078e+03
  4.849667e+00    8.583209e+03
  4.953624e+00    8.937494e+03
  5.057582e+00    8.541573e+03
  5.161539e+00    1.178742e+04
  5.265497e+00    9.453611e+03
  5.369454e+00    6.059205e+03
  5.473412e+00    5.472916e+03
  5.577369e+00    5.283038e+03
  5.681326e+00    5.339182e+03
  5.785284e+00    6.145432e+03
  5.889241e+00    7.842153e+03
  5.993199e+00    8.760746e+03
  6.097156e+00    9.865714e+03
  6.201114e+00    9.325336e+03
  6.305071e+00    6.154865e+03
  6.409028e+00    5.917007e+03
  6.512986e+00    5.283051e+03
  6.616943e+00    5.065263e+03
  6.720901e+00    4.979632e+03
  6.824858e+00    5.170925e+03
  6.928816e+00    6.075302e+03
  7.032773e+00    5.299875e+03
  7.136731e+00    5.010141e+03
  7.240688e+00    5.261108e+03
  7.344645e+00    5.883822e+03
  7.448603e+00    5.366518e+03
  7.552560e+00    5.293325e+03
  7.656518e+00    6.271652e+03
  7.760475e+00    8.141896e+03
  7.864433e+00    8.278203e+03
  7.968390e+00    7.545279e+03
  8.072347e+00    6.188990e+03
  8.176305e+00    6.972664e+03
  8.280262e+00    7.609303e+03
  8.384220e+00    9.613598e+03
  8.488177e+00    1.178743e+04
  8.592135e+00    9.940896e+03
  8.696092e+00    6.482165e+03
  8.800050e+00    5.297578e+03
  8.904007e+00    5.329882e+03
  9.007964e+00    5.966859e+03
  9.111922e+00    5.683962e+03
  9.215879e+00    5.361971e+03
  9.319837e+00    5.714812e+03
  9.423794e+00    5.514786e+03
  9.527752e+00    5.638851e+03
  9.631709e+00    5.663810e+03
  9.735666e+00    5.186141e+03
  9.839624e+00    5.132692e+03
  9.943581e+00    5.152609e+03
  1.004754e+01    4.779347e+03
  1.015150e+01    4.434132e+03
  1.025545e+01    4.302109e+03
  1.035941e+01    4.509224e+03
  1.046337e+01    4.421385e+03
  1.056733e+01    3.915904e+03
  1.067128e+01    3.910360e+03
  1.077524e+01    3.682588e+03
  1.087920e+01    3.500969e+03
  1.098316e+01    3.571809e+03
  1.108711e+01    3.680830e+03
  1.119107e+01    3.666247e+03
  1.129503e+01    3.819478e+03
  1.139899e+01    3.794680e+03
  1.150294e+01    3.761063e+03
  1.160690e+01    3.734776e+03
  1.171086e+01    3.709138e+03
  1.181482e+01    4.087454e+03
  1.191877e+01    4.360287e+03
  1.202273e+01    3.987793e+03
  1.212669e+01    4.063132e+03
  1.223064e+01    3.893251e+03
  1.233460e+01    3.831054e+03
  1.243856e+01    3.670868e+03
  1.254252e+01    3.668774e+03
  1.264647e+01    3.592086e+03
  1.275043e+01    3.455253e+03
