# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00004.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    9.465032e+03
  8.992843e-01    8.792269e+03
  1.003242e+00    7.985227e+03
  1.107199e+00    7.815106e+03
  1.211157e+00    7.891918e+03
  1.315114e+00    8.107512e+03
  1.419071e+00    8.969952e+03
  1.523029e+00    2.190441e+04
  1.626986e+00    2.424040e+04
  1.730944e+00    1.018403e+04
  1.834901e+00    9.646026e+03
  1.938859e+00    1.013625e+04
  2.042816e+00    9.934750e+03
  2.146774e+00    1.016736e+04
  2.250731e+00    1.079480e+04
  2.354688e+00    1.175304e+04
  2.458646e+00    1.284342e+04
  2.562603e+00    1.368444e+04
  2.666561e+00    1.446855e+04
  2.770518e+00    1.474451e+04
  2.874476e+00    1.471219e+04
  2.978433e+00    1.423221e+04
  3.082390e+00    1.637790e+04
  3.186348e+00    1.781417e+04
  3.290305e+00    1.229626e+04
  3.394263e+00    1.048690e+04
  3.498220e+00    9.731461e+03
  3.602178e+00    9.257090e+03
  3.706135e+00    9.182887e+03
  3.810093e+00    8.643565e+03
  3.914050e+00    7.999746e+03
  4.018007e+00    7.883984e+03
  4.121965e+00    8.088020e+03
  4.225922e+00    8.241874e+03
  4.329880e+00    8.456395e+03
  4.433837e+00    8.101054e+03
  4.537795e+00    1.157875e+04
  4.641752e+00    1.190213e+04
  4.745709e+00    8.104516e+03
  4.849667e+00    8.597764e+03
  4.953624e+00    9.017663e+03
  5.057582e+00    8.561932e+03
  5.161539e+00    1.215480e+04
  5.265497e+00    9.635230e+03
  5.369454e+00    6.071908e+03
  5.473412e+00    5.479682e+03
  5.577369e+00    5.275963e+03
  5.681326e+00    5.326917e+03
  5.785284e+00    6.112443e+03
  5.889241e+00    7.773322e+03
  5.993199e+00    8.862208e+03
  6.097156e+00    1.071516e+04
  6.201114e+00    9.778242e+03
  6.305071e+00    6.180237e+03
  6.409028e+00    5.958026e+03
  6.512986e+00    5.287648e+03
  6.616943e+00    5.056490e+03
  6.720901e+00    4.968208e+03
  6.824858e+00    5.324665e+03
  6.928816e+00    6.359553e+03
  7.032773e+00    5.240032e+03
  7.136731e+00    4.972366e+03
  7.240688e+00    5.372513e+03
  7.344645e+00    6.011562e+03
  7.448603e+00    5.285668e+03
  7.552560e+00    5.241495e+03
  7.656518e+00    6.126378e+03
  7.760475e+00    8.284101e+03
  7.864433e+00    8.437017e+03
  7.968390e+00    7.871771e+03
  8.072347e+00    6.252401e+03
  8.176305e+00    7.119187e+03
  8.280262e+00    7.533676e+03
  8.384220e+00    9.645351e+03
  8.488177e+00    1.188661e+04
  8.592135e+00    1.040021e+04
  8.696092e+00    6.658003e+03
  8.800050e+00    5.273072e+03
  8.904007e+00    5.275280e+03
  9.007964e+00    6.022066e+03
  9.111922e+00    5.773980e+03
  9.215879e+00    5.354921e+03
  9.319837e+00    5.797486e+03
  9.423794e+00    5.692116e+03
  9.527752e+00    5.925634e+03
  9.631709e+00    5.688986e+03
  9.735666e+00    5.196568e+03
  9.839624e+00    5.186683e+03
  9.943581e+00    5.304055e+03
  1.004754e+01    4.857333e+03
  1.015150e+01    4.444254e+03
  1.025545e+01    4.316722e+03
  1.035941e+01    4.562848e+03
  1.046337e+01    4.490820e+03
  1.056733e+01    3.952966e+03
  1.067128e+01    3.983566e+03
  1.077524e+01    3.709032e+03
  1.087920e+01    3.533966e+03
  1.098316e+01    3.660229e+03
  1.108711e+01    3.726886e+03
  1.119107e+01    3.665966e+03
  1.129503e+01    3.877965e+03
  1.139899e+01    3.819271e+03
  1.150294e+01    3.792981e+03
  1.160690e+01    3.768096e+03
  1.171086e+01    3.705708e+03
  1.181482e+01    4.059063e+03
  1.191877e+01    4.446716e+03
  1.202273e+01    4.026176e+03
  1.212669e+01    4.153527e+03
  1.223064e+01    4.084066e+03
  1.233460e+01    3.928978e+03
  1.243856e+01    3.725439e+03
  1.254252e+01    3.716501e+03
  1.264647e+01    3.683084e+03
  1.275043e+01    3.471184e+03
