# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00015.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    9.493505e+03
  8.992843e-01    8.794303e+03
  1.003242e+00    7.978567e+03
  1.107199e+00    7.814375e+03
  1.211157e+00    7.895407e+03
  1.315114e+00    8.108358e+03
  1.419071e+00    8.979823e+03
  1.523029e+00    2.213117e+04
  1.626986e+00    2.406889e+04
  1.730944e+00    1.013151e+04
  1.834901e+00    9.665708e+03
  1.938859e+00    1.016751e+04
  2.042816e+00    9.927322e+03
  2.146774e+00    1.017913e+04
  2.250731e+00    1.080241e+04
  2.354688e+00    1.178268e+04
  2.458646e+00    1.284206e+04
  2.562603e+00    1.368374e+04
  2.666561e+00    1.447053e+04
  2.770518e+00    1.472317e+04
  2.874476e+00    1.471191e+04
  2.978433e+00    1.424254e+04
  3.082390e+00    1.648379e+04
  3.186348e+00    1.773963e+04
  3.290305e+00    1.221313e+04
  3.394263e+00    1.048104e+04
  3.498220e+00    9.723054e+03
  3.602178e+00    9.251350e+03
  3.706135e+00    9.180512e+03
  3.810093e+00    8.629583e+03
  3.914050e+00    7.991276e+03
  4.018007e+00    7.882433e+03
  4.121965e+00    8.092104e+03
  4.225922e+00    8.239579e+03
  4.329880e+00    8.455970e+03
  4.433837e+00    8.111603e+03
  4.537795e+00    1.166396e+04
  4.641752e+00    1.177179e+04
  4.745709e+00    8.088617e+03
  4.849667e+00    8.621421e+03
  4.953624e+00    9.015973e+03
  5.057582e+00    8.588976e+03
  5.161539e+00    1.220678e+04
  5.265497e+00    9.503271e+03
  5.369454e+00    6.055422e+03
  5.473412e+00    5.482622e+03
  5.577369e+00    5.285116e+03
  5.681326e+00    5.348324e+03
  5.785284e+00    6.133318e+03
  5.889241e+00    7.786310e+03
  5.993199e+00    8.882440e+03
  6.097156e+00    1.079771e+04
  6.201114e+00    9.609521e+03
  6.305071e+00    6.157396e+03
  6.409028e+00    5.940119e+03
  6.512986e+00    5.290820e+03
  6.616943e+00    5.063123e+03
  6.720901e+00    4.978786e+03
  6.824858e+00    5.369543e+03
  6.928816e+00    6.334292e+03
  7.032773e+00    5.201556e+03
  7.136731e+00    4.985397e+03
  7.240688e+00    5.413402e+03
  7.344645e+00    6.000249e+03
  7.448603e+00    5.269997e+03
  7.552560e+00    5.255739e+03
  7.656518e+00    6.185599e+03
  7.760475e+00    8.281553e+03
  7.864433e+00    8.452128e+03
  7.968390e+00    7.785694e+03
  8.072347e+00    6.270694e+03
  8.176305e+00    7.136395e+03
  8.280262e+00    7.525222e+03
  8.384220e+00    9.665740e+03
  8.488177e+00    1.186063e+04
  8.592135e+00    1.032968e+04
  8.696092e+00    6.601886e+03
  8.800050e+00    5.273354e+03
  8.904007e+00    5.303852e+03
  9.007964e+00    6.038906e+03
  9.111922e+00    5.759386e+03
  9.215879e+00    5.363468e+03
  9.319837e+00    5.809268e+03
  9.423794e+00    5.692917e+03
  9.527752e+00    5.925743e+03
  9.631709e+00    5.642619e+03
  9.735666e+00    5.190154e+03
  9.839624e+00    5.207493e+03
  9.943581e+00    5.292633e+03
  1.004754e+01    4.841798e+03
  1.015150e+01    4.443629e+03
  1.025545e+01    4.320584e+03
  1.035941e+01    4.571267e+03
  1.046337e+01    4.473616e+03
  1.056733e+01    3.955113e+03
  1.067128e+01    3.981552e+03
  1.077524e+01    3.701440e+03
  1.087920e+01    3.544402e+03
  1.098316e+01    3.668238e+03
  1.108711e+01    3.716225e+03
  1.119107e+01    3.663220e+03
  1.129503e+01    3.872049e+03
  1.139899e+01    3.812163e+03
  1.150294e+01    3.791042e+03
  1.160690e+01    3.767392e+03
  1.171086e+01    3.707485e+03
  1.181482e+01    4.082576e+03
  1.191877e+01    4.435164e+03
  1.202273e+01    4.027290e+03
  1.212669e+01    4.155752e+03
  1.223064e+01    4.076328e+03
  1.233460e+01    3.908561e+03
  1.243856e+01    3.711221e+03
  1.254252e+01    3.727141e+03
  1.264647e+01    3.669638e+03
  1.275043e+01    3.465464e+03
