# == pyFAI calibration ==
# Distance Sample to Detector: 0.2946421923531691 m
# PONI: 2.875e-01, 2.439e-01 m
# Rotations: -0.010990 -0.009181 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 294.672 mm
# Center: x=1436.809, y=1655.851 pix
# Tilt: 0.820 deg  TiltPlanRot: -39.874 deg
# 
# Detector Pilatus 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 2.0732883349524408e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> /gpfs/current/raw/FMue_3/FMue_3_20231024_175355_00079.dat
#       2th_deg             I 
  6.762477e-02             nan
  1.715822e-01             nan
  2.755396e-01             nan
  3.794971e-01             nan
  4.834545e-01             nan
  5.874120e-01             nan
  6.913694e-01             nan
  7.953268e-01    1.443279e+04
  8.992843e-01    1.257802e+04
  1.003242e+00    1.050908e+04
  1.107199e+00    9.536397e+03
  1.211157e+00    9.038971e+03
  1.315114e+00    8.793520e+03
  1.419071e+00    8.721312e+03
  1.523029e+00    8.749712e+03
  1.626986e+00    8.853694e+03
  1.730944e+00    9.150215e+03
  1.834901e+00    9.812324e+03
  1.938859e+00    1.030303e+04
  2.042816e+00    1.002248e+04
  2.146774e+00    1.027700e+04
  2.250731e+00    1.101025e+04
  2.354688e+00    1.207946e+04
  2.458646e+00    1.281727e+04
  2.562603e+00    1.377441e+04
  2.666561e+00    1.448172e+04
  2.770518e+00    1.471775e+04
  2.874476e+00    1.462217e+04
  2.978433e+00    1.400170e+04
  3.082390e+00    1.320972e+04
  3.186348e+00    1.223853e+04
  3.290305e+00    1.129914e+04
  3.394263e+00    1.044241e+04
  3.498220e+00    9.750895e+03
  3.602178e+00    9.315823e+03
  3.706135e+00    9.289330e+03
  3.810093e+00    8.824001e+03
  3.914050e+00    8.348976e+03
  4.018007e+00    8.448940e+03
  4.121965e+00    8.823148e+03
  4.225922e+00    9.001438e+03
  4.329880e+00    9.165422e+03
  4.433837e+00    8.511500e+03
  4.537795e+00    8.259880e+03
  4.641752e+00    8.687337e+03
  4.745709e+00    9.780598e+03
  4.849667e+00    1.098889e+04
  4.953624e+00    1.071810e+04
  5.057582e+00    9.648541e+03
  5.161539e+00    8.659731e+03
  5.265497e+00    7.335957e+03
  5.369454e+00    6.107034e+03
  5.473412e+00    5.651179e+03
  5.577369e+00    5.567648e+03
  5.681326e+00    5.765930e+03
  5.785284e+00    6.654212e+03
  5.889241e+00    8.792743e+03
  5.993199e+00    9.409338e+03
  6.097156e+00    7.820064e+03
  6.201114e+00    6.236622e+03
  6.305071e+00    5.646478e+03
  6.409028e+00    5.726700e+03
  6.512986e+00    5.287931e+03
  6.616943e+00    5.092336e+03
  6.720901e+00    4.976583e+03
  6.824858e+00    4.827947e+03
  6.928816e+00    4.860892e+03
  7.032773e+00    5.024582e+03
  7.136731e+00    5.224877e+03
  7.240688e+00    5.328281e+03
  7.344645e+00    5.456471e+03
  7.448603e+00    5.700420e+03
  7.552560e+00    6.067604e+03
  7.656518e+00    6.597720e+03
  7.760475e+00    6.898962e+03
  7.864433e+00    6.774796e+03
  7.968390e+00    6.601040e+03
  8.072347e+00    6.704322e+03
  8.176305e+00    7.431173e+03
  8.280262e+00    8.556625e+03
  8.384220e+00    1.053040e+04
  8.488177e+00    1.284601e+04
  8.592135e+00    1.026938e+04
  8.696092e+00    6.550662e+03
  8.800050e+00    5.533003e+03
  8.904007e+00    5.332932e+03
  9.007964e+00    5.429111e+03
  9.111922e+00    5.380389e+03
  9.215879e+00    5.260847e+03
  9.319837e+00    5.263345e+03
  9.423794e+00    5.335254e+03
  9.527752e+00    5.366567e+03
  9.631709e+00    5.406121e+03
  9.735666e+00    5.319753e+03
  9.839624e+00    5.106683e+03
  9.943581e+00    4.854604e+03
  1.004754e+01    4.671401e+03
  1.015150e+01    4.517733e+03
  1.025545e+01    4.421391e+03
  1.035941e+01    4.446187e+03
  1.046337e+01    4.318613e+03
  1.056733e+01    3.902171e+03
  1.067128e+01    3.737278e+03
  1.077524e+01    3.645734e+03
  1.087920e+01    3.561558e+03
  1.098316e+01    3.555327e+03
  1.108711e+01    3.620166e+03
  1.119107e+01    3.738332e+03
  1.129503e+01    3.867366e+03
  1.139899e+01    3.945871e+03
  1.150294e+01    3.910632e+03
  1.160690e+01    3.812126e+03
  1.171086e+01    3.808130e+03
  1.181482e+01    3.974289e+03
  1.191877e+01    4.045379e+03
  1.202273e+01    3.809604e+03
  1.212669e+01    3.644331e+03
  1.223064e+01    3.562367e+03
  1.233460e+01    3.484126e+03
  1.243856e+01    3.473264e+03
  1.254252e+01    3.483419e+03
  1.264647e+01    3.498122e+03
  1.275043e+01    3.556824e+03
